RNA_VS_library	Mol_ID	DrugBank_molecule	Max_TC	DrugBank_ID
O=C(CCN1C=NC=2SC=CC2C1=O)N3CCN(CC3)C4=CC=CC=N4	Z223997526	NCCCNCCCCNCCCN	0.546875	DB00127
CC(SCC1=CC(=O)N2N=C(N)NC2=N1)C=3C=CC=CC3Cl	Z905320050	NCCCNCCCCNCCCN	0.546875	DB00127
CN(CC=1C=COC1)C(=O)C=2C=CN=C(C2)N3C=CN=C3	Z777095570	NCCCNCCCCNCCCN	0.546875	DB00127
CCOC(=O)NC(CNC(=O)C=1C=C(NN1)C=2C=CC=C(Cl)C2)C=3C=CC=CC3	Z368265576	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=C(N=C(N1)C=2C=CC=NC2)N3CCC(O)(CN4C=CN=N4)C3	Z2053676313	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C(=O)NC1=CC(=NN1)C2=NC=CN2C)N3CCSCC3	Z1549505877	NCCCNCCCCNCCCN	0.546875	DB00127
CN1C=CC(=N1)NC(=O)COC=2C=CC(Br)=CC2Cl	Z115173340	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=CC=CC1C=2N=NN(CC(O)CO)N2	Z1348200854	NCCCNCCCCNCCCN	0.546875	DB00127
CCN(CC(=O)N(C)C(C)C=1C=CC(=CC1)N2C=NC=N2)C3CC3	Z1491610182	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NN=C(SCC=2C=CC=C(N2)C(C)C)N1CC(N)=O	Z1552135238	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C(F)(F)F.CC(NCC1=CN=C(S1)C=2C=CN=CC2)C=3C=CC(=CC3)N4C=CN=C4	Z4760512834	NCCCNCCCCNCCCN	0.546875	DB00127
CN(CCN(C(=O)C1CCC=2NN=NC2C1)C3CC3)C4CC4	Z2058319936	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C)(C)N1N=CC=2C(=NC=NC21)N3C=NC(=C3)C(N)=O	Z1554635630	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1N=CSC1C(=O)NC2CCN(C2)C(C)C=3C=CC=CC3	Z806795238	NCCCNCCCCNCCCN	0.546875	DB00127
NC=1N=CN(N1)C=2C=CC(=CC2)OCCN3CCCCC3	Z1918243323	NCCCNCCCCNCCCN	0.546875	DB00127
COC=1C=CC(=CN1)[C@H]2OCC[C@@H]2NC(=O)NCCN3C=CC=N3	Z1756941446	NCCCNCCCCNCCCN	0.546875	DB00127
C=1C=C(NN1)C2CCCN2CC3=COC(=N3)C=4C=CC=CC4	Z2063411899	NCCCNCCCCNCCCN	0.546875	DB00127
CCN1C=C(C=N1)CCN2CCN(CC2)C=3N=CC=CC3C(N)=O	Z2062947071	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NNC=2N=CC(=CC12)NC(=O)C=3C=CC=C(C3)S(=O)(=O)N4CCCCC4	Z825773402	NCCCNCCCCNCCCN	0.546875	DB00127
COC1CCN(CC1)C=2N=CN=C3C2C=NN3C	Z229160092	NCCCNCCCCNCCCN	0.546875	DB00127
CN(CC=1N=CC=CN1)C2CCN(C2)C(=O)C=3C=COC3	Z1760011885	NCCCNCCCCNCCCN	0.546875	DB00127
C=CCN1C(=NN=C1C2CCS(=O)(=O)C2)SC(C)C(=O)NC=3C=CC(=CC3)C(N)=O	Z194132972	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NC(C#N)=C(O1)N2CCN(CC2)C(=O)CSC3=NN=CN3	Z363869504	NCCCNCCCCNCCCN	0.546875	DB00127
CNS(=O)(=O)CC=1C=CC(=CC1)CNC(=O)C=2N=CC=NC2N	Z226142362	NCCCNCCCCNCCCN	0.546875	DB00127
C1=NNC=2N=CN=C(NCC3(CCC3)C=4C=CC=CN4)C12	Z2066145409	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)C=1C=CC=NC1N2CCN(CC3=NC=4C=CC(Cl)=CC4C(=O)N3)CC2	Z1119899340	NCCCNCCCCNCCCN	0.546875	DB00127
CC(NC(C)C1=CC=CC(F)=C1)C(=O)NC=2SC=CC2C(N)=O	Z125436902	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)COCC(=O)NCC(C=1C(F)=CC=CC1Cl)N2CCCC2	Z812953990	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(CCNC(=O)C=1C=COC1)NC=2C=CC=3C=CC=CC3N2	Z382935786	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1N=C(C)N(N1)C2CN(C2)C(=O)C3=CN=C(S3)C=4C=CN=CC4	Z2142846367	NCCCNCCCCNCCCN	0.546875	DB00127
C=C(C)CN1N=NC(=N1)C=2C=CC(=CC2)C(N)=O	Z106765010	NCCCNCCCCNCCCN	0.546875	DB00127
C=C(Cl)CN1N=NC(=N1)C=2C=CC(=CC2)C(N)=O	Z106766468	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C(=O)NC1=NC=CS1)N(C)CCOC=2C=CC(F)=CC2	Z268233592	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)C1=CSC(=C1)CN2CCC(C2)C=3C=CC(F)=CC3	Z1568866903	NCCCNCCCCNCCCN	0.546875	DB00127
C1=CN(CC2CCCCN2CC3=CNN=C3C4=CC=CN=C4)N=C1	Z1568682036	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)C1=CSC(=C1)CN2CCCC(C2)C(=O)NCC(F)(F)F	Z1569409345	NCCCNCCCCNCCCN	0.546875	DB00127
CN1C=C(CN2CCC=3C=NNC3C2)C(=N1)C=4C=CC=CC4Cl	Z1569285239	NCCCNCCCCNCCCN	0.546875	DB00127
COC=1C=CC(=CC1)OCC2=NC(=CS2)CN3CCC4=NN(C)C(=O)C=C4C3	Z1272711896	NCCCNCCCCNCCCN	0.546875	DB00127
CC1CCCCN1CCC2CCN(CC3=CC(=CS3)C(N)=O)CC2	Z1569698228	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NC(=CS1)CN2CCC(CC2)C(=O)N(C)CC=3C=CN=CC3	Z1127055391	NCCCNCCCCNCCCN	0.546875	DB00127
CCSC=1C=C(C=CN1)C(=O)NC=2C=NC=3NN=C(C)C3C2	Z825782722	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1N=C(SC1C(=O)NCC=2C=CC=NC2N(C)C)C3=NN=CN3	Z1127080718	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NNC=2N=CC(=CC12)NC(=O)C3CCN(CC3)C(=O)COC=4C=CC=CC4	Z825780294	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)C1CCC(CC1)NC(=O)C=2C=CC=CC2N3C=NN=N3	Z1126962579	NCCCNCCCCNCCCN	0.546875	DB00127
CCC=1C=CC(=CC1)C(CNS(=O)(=O)C=2C=CC=C(C2)N3C=NN=N3)N(C)C	Z827012160	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1OC=NC1C(=O)N2CCC(C2)NC=3C=CC4=NC=CN4N3	Z1761197447	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NN(C)C(OC=2C=CC=NC2)=C1CN3CCOC(C)(C3)C=4C=NN(C)C4	Z1572495307	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)C1=CC(=NN1)C2CCCN(CCN3C=NC=N3)C2	Z1269649686	NCCCNCCCCNCCCN	0.546875	DB00127
CN1CCN(CC1)C=2C=C(C=CN2)C(=O)N3CCCC(C3)C=4C=CN=C(N)N4	Z2075879965	NCCCNCCCCNCCCN	0.546875	DB00127
COC(C(=O)N1CCCC(C1)C=2C=CN=C(N)N2)C=3C=NN(C)C3	Z2075877409	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=CN(N1)C=2C=CC(=CC2)C(=O)N3CCCC(C3)C=4C=CN=C(N)N4	Z2075862853	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1OC=2C=CC=CC2C1CC(=O)N3CCCC(C3)C=4C=CN=C(N)N4	Z2075898133	NCCCNCCCCNCCCN	0.546875	DB00127
NC=1N=CC=C(N1)C2CCCN(C2)C(=O)CC3=CN4C=CC=CC4=N3	Z1937345947	NCCCNCCCCNCCCN	0.546875	DB00127
CCOC(=O)C=1NC=NC1NC(=O)CC=2N=C(OC2C)C3=CC=CS3	Z1575099740	NCCCNCCCCNCCCN	0.546875	DB00127
CN1C=C(C=N1)C2C(CCC(=O)N2CCCN3C=CC=N3)C(=O)O	Z1136439090	NCCCNCCCCNCCCN	0.546875	DB00127
CN1CCC(NC=2C=NC(=CN2)C(N)=O)C1C3=CC=C(Cl)C(F)=C3	Z1900602061	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1N=C(C)N(CC2CN(CCO2)C=3N=CN=C4NC=CC34)N1	Z1139215522	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=C(NC(=O)CN(C)C2CCCN(C2)C=3C=CC(C)=NN3)ON1	Z1139247693	NCCCNCCCCNCCCN	0.546875	DB00127
COCCN(CC1=CC=C(C)O1)C(=O)NC=2C=NC=3NN=C(C)C3C2	Z1580511240	NCCCNCCCCNCCCN	0.546875	DB00127
C1=CN(N=C1)C2CN(CC3=NC(=NO3)C=4C=COC4)C2	Z1139740767	NCCCNCCCCNCCCN	0.546875	DB00127
CN1C=C(C=N1)C2=NC(=CS2)CN3CCCC3CN4C=NC=N4	Z1139471267	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=C(CN2CCN(CC(N)=O)CC2)ON1	Z169498304	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NC2=NC(N)=NN2C(C)=C1CC(=O)NC=3C=CC=CC3	Z182804548	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NC2=NC(N)=NN2C(C)=C1CC(=O)NC3=NC=CS3	Z183099212	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(NCC1CCC2=NC=CN2C1)C=3C=CC=4NN=NC4C3	Z1756443819	NCCCNCCCCNCCCN	0.546875	DB00127
NC=1N=C(CN2CCCC2CN3C=NC=N3)N=C4C=CC=CC14	Z1141106210	NCCCNCCCCNCCCN	0.546875	DB00127
CC1CC(C)CN(CC2=CSC(=N2)NC(=O)C3=NNC=4C=CC=CC34)C1	Z230296744	NCCCNCCCCNCCCN	0.546875	DB00127
CCC1=NNC2=NC=NC(NC=3C=CC(OC)=C(C3)OC4=CC=C(C)N=N4)=C12	Z5519580525	NCCCNCCCCNCCCN	0.546875	DB00127
NC=1C=CN=C(C1)CNCC2=CC(Br)=CS2	Z5582886192	NCCCNCCCCNCCCN	0.546875	DB00127
NCC=1OC=NC1C(=O)NCCC=2C=CC(=O)NC2	Z5582907804	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=C(C=NN1C2CC2)NC(=O)C=3C=CC=C(C3)N4C=NC=N4	Z5589586746	NCCCNCCCCNCCCN	0.546875	DB00127
NC=1N=CC=2CN(CC2N1)C(=O)C=3C=CN=C4C=CSC34	Z5605776289	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C(F)(F)F.O=C(O)[C@@H]1C[C@H]1CN2C=CN=C2C(O)C=3C=CC=CC3 |&1:10,12,r|	Z8598074566	NCCCNCCCCNCCCN	0.546875	DB00127
C=C1COC2=CC(=NN2C1)C(=O)O	Z5851252127	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=CNC(CN2CCOC(C2)C(=O)O)=N1	Z5640671047	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C=1C=CC=2NC(CCNC(=O)C=3C=CC=C4C3C5CCC4O5)=NC2C1	Z5738676222	NCCCNCCCCNCCCN	0.546875	DB00127
CN1N=CC=2C(=O)N(C=NC21)CCNC(=O)C3=COC(CN)=N3	Z5765450858	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=C(CN)OC1C(=O)NC2=CC=C3N=C(CN(C)C)NC3=C2	Z5922106898	NCCCNCCCCNCCCN	0.546875	DB00127
CC1(C)C(CNC(=O)C=2C=NC(N)=NC2)CC1NC(=O)C3=CC=CN4N=CC=C34	Z6011288736	NCCCNCCCCNCCCN	0.546875	DB00127
CN(CC=1C=NN(C1)C=2C=CC=CC2)C(=O)C=3C=NC(N)=NC3	Z6120660076	NCCCNCCCCNCCCN	0.546875	DB00127
CN1C=C(C=N1)NC=2C=CC=C(C2)NC(=O)C=3C=CN=C4NC=NC34	Z6153542175	NCCCNCCCCNCCCN	0.546875	DB00127
NC1=NOC=2N=CC(=CC12)C=3C=NN(C3)C4CCCCO4	Z6214100163	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C(CC=1C=CC(O)=CC1)NC(=O)C2=CC=CC3=NN=CN23	Z6255424038	NCCCNCCCCNCCCN	0.546875	DB00127
CCC1CCCN(C1)C2=NC=C(C=C2C)NC(=O)CN3N=CN=C3N	Z6267210946	NCCCNCCCCNCCCN	0.546875	DB00127
CN1C=CC(=N1)C(NS(C)(=O)=O)C(=O)O	Z6467121200	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NNC(C(=O)NC(C)(C(=O)O)C(C)C)=C1Cl	Z6467173811	NCCCNCCCCNCCCN	0.546875	DB00127
CS(=O)(=O)C1=CC=C(N1)C(=O)NC2(CCOC2)C(=O)O	Z6467121779	NCCCNCCCCNCCCN	0.546875	DB00127
NC=1N=CC(=CN1)C=2C=CC=3N[C@H]4CCCC[C@H]4C3C2 |&1:12,17,r|	Z6474540382	NCCCNCCCCNCCCN	0.546875	DB00127
CCC(C)CC=1N=C(C2=NN3C=C(C=NC3=N2)CCO)N(CC(N)=O)N1	Z6476369226	NCCCNCCCCNCCCN	0.546875	DB00127
Cl.Cl.Cl.NC1CCN(CC1)C=2C=C(C=CN2)C(=O)NC3=NNC4=CN=CC=C34	Z6633086118	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1N=C(O)C=2C=C(C=CC2N1)NC(=O)N3CCN(CCO)C(C)C3	Z6509289795	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(NC[C@H]1CC[C@H]1NC(=O)C2=CC=C(S2)C=3C=CNN3)C4=CC=NS4 |&1:4,7,r|	Z6547264856	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C=1C=CC=C(C1)NC(=O)C2=NNC=3N=CC(Br)=CC23)N4CCOCC4	Z6559959004	NCCCNCCCCNCCCN	0.546875	DB00127
CN(C)CC1(CC1)C(=O)N2C3CCC2CC(C3)N(C)C(=O)C4=CC=NC=5NN=CC45	Z6691104908	NCCCNCCCCNCCCN	0.546875	DB00127
COC=1C=C(C=CC1OC(F)F)C2=NOC(=N2)C3=NN(C)C=C3N	Z6739540766	NCCCNCCCCNCCCN	0.546875	DB00127
CC(O)(CC=1C=CC=C(F)C1)CN2C=C(N=N2)C=3N=COC3CN	Z6739700026	NCCCNCCCCNCCCN	0.546875	DB00127
O=S(=O)(CCC=1C=CC=CC1F)NC=2C=CC=C(C2)N3C=NN=C3	Z6739912825	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)CN1N=CC=2C=CC(=CC21)NC(=O)C=3C=C(F)C=4NN=NC4C3	Z6739951572	NCCCNCCCCNCCCN	0.546875	DB00127
NC=1C=NC=C(C1)CNS(=O)(=O)C=2C=CC=3NC(=O)SC3C2	Z6739967162	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(C=1C=CC=C(C1)N2N=NNC2=O)N3CC=C(C3)C=4C=CC=CC4F	Z6775360415	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C1=NC=CS1)S(=O)(=O)CC=2C=NC(=NC2)C=3C=NC=NC3	Z6781217201	NCCCNCCCCNCCCN	0.546875	DB00127
COC=1C=CC=CC1C2=CC(=NN2)NC(=O)C=3N=CC=C(N3)C=4C=CC=CC4	Z6823775608	NCCCNCCCCNCCCN	0.546875	DB00127
COC=1C=CC=C(C=2N=CC=C(N)C2C)C1OC	Z6829919086	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(CN1SC=2N=CC=CC2C1=O)NC3=NC=CS3	Z6911751397	NCCCNCCCCNCCCN	0.546875	DB00127
CN1C(=CN=C1CNS(=O)(=O)C2CCC(F)(F)CC2)C(=O)O	Z6975083016	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(NCCC=1C=NC2=C(Cl)C=NN2C1)C=3C=NC=CC3NC=4C=CC=CC4	Z6981525170	NCCCNCCCCNCCCN	0.546875	DB00127
NCC1=NC(=NN1)C=2C=CC(=CC2)NC(=O)C3CCN4C(=NC=C4C3)C5CCCCC5	Z7133604435	NCCCNCCCCNCCCN	0.546875	DB00127
FC(F)(F)C1=NOC=C1C2=NC=3C=NC=NC3N2	Z7233906578	NCCCNCCCCNCCCN	0.546875	DB00127
NCC=1C=C(NN1)C(=O)N2CC(N)CC(O)C2	Z7255732009	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(NCC1=NC=2C=CC=NC2N1)N3CC=C(CC3)C=4C=NC=CN4	Z7349844509	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)C=1C=CC=C(C(=O)N2CCC(C2)(C(=O)O)C(F)(F)F)C1F	Z7352453623	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C(CCNC(=O)C1=NC=CN2N=CC=C12)C=3C=NNC3	Z7352467962	NCCCNCCCCNCCCN	0.546875	DB00127
C=CCOC=1C=CC=C(C1)C2=NC=3C=NC(N)=NC3N2	Z7364311285	NCCCNCCCCNCCCN	0.546875	DB00127
NC1=CC=NN1C=2C=CC(=CN2)C=3C=CC(=CC3)C4OCC4(F)F	Z7371484862	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=C(CCC(=O)N2CCN(C(=O)C=3C=CC=C4NC(=O)OC34)C5CC52)NN1	Z7371501454	NCCCNCCCCNCCCN	0.546875	DB00127
O=S(=O)(NC=1C=C2NN=NC2=CC1F)C3=CSC4=CC=C(F)C=C34	Z7492952328	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C)C(NC(=O)CN1C=CC(N)=N1)C2=NC=3C=CC=CC3N2	Z7611592864	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NC=2N=C(C=CC2N1)C=3C=CC=C4OC=NC34	Z7611610227	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=CC=C(C1)OCC(O)CN2C=C(N=N2)C3=CC=4C=CC=CC4N3	Z7612959171	NCCCNCCCCNCCCN	0.546875	DB00127
O=C1NN=C2CC(CCN12)NC3=NC=4C=C(C=CC4S3)C(F)(F)F	Z7619689905	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)CC[C@H](C(=O)O)N1C=C(N=N1)C=2OC=CC2Br	Z7657571617	NCCCNCCCCNCCCN	0.546875	DB00127
CCC(=O)NC=1C=NC=C(C1)C(=O)NCC=2C=CC=C(C2)C=3C=CC=CN3	Z7661098627	NCCCNCCCCNCCCN	0.546875	DB00127
O=C1C=C(NN1)C2CN(C2)S(=O)(=O)C=3C=CC(=CC3)C4=CSN=N4	Z7760275770	NCCCNCCCCNCCCN	0.546875	DB00127
NC(CC=1C=CNN1)C(=O)NC=2C=CC3=C(C2)CCCS3(=O)=O	Z7782491489	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1C=C(C=C2N=CNC12)C3=NOC(=N3)C(N)C4=CC=CC(O)=C4	Z7911631683	NCCCNCCCCNCCCN	0.546875	DB00127
O=C1N(CC23CCC(C3)OC2)N=NN1C=4C=CC(F)=CC4	Z7936203666	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)C=1C=C(O)C=C(C1)C=2C=NN3N=CC=CC23	Z7995209189	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)C1=CC(=CN1)C2=CSC(=N2)NC(=O)C=3C=CC(Cl)=C4OC=CC34	Z8065403209	NCCCNCCCCNCCCN	0.546875	DB00127
CN1CC=2C=CC(=CC2C1)COC(=O)C=3C=NN4C=CNC(=O)C34	Z8076376727	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C)C1(CCC1)C(=O)NCC2CN(CCN2C)C(=O)CCC3=CNN=N3	Z8110790278	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1N=C(N)N=CC1C(=O)NC2CN(CC(C)(C)C2)C(=O)C=3C=NN(N3)C=4C=CC=CC4	Z8342395802	NCCCNCCCCNCCCN	0.546875	DB00127
CCC1=C(C=NN1C)CN(C)C(C(=O)O)C=2C=CC(Cl)=C(Cl)C2	Z8352810806	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)C=1N=C(CC=2C=CC=CC2)N(CC(=O)O)N1	Z8354462292	NCCCNCCCCNCCCN	0.546875	DB00127
NCC1=NOC=C1C(=O)NCC(O)C=2C=CC=3C=CC=CC3C2	Z8393427494	NCCCNCCCCNCCCN	0.546875	DB00127
O=S(=O)(CC=1C=CC(F)=CC1)NC=2C=NC=3NN=CC3C2	Z8414793484	NCCCNCCCCNCCCN	0.546875	DB00127
NC=1N=C(O)C=2CN(CC2N1)C(=O)NC3CCC=4C=CC=CC43	Z8436039441	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)C(O)CNC(=O)C1=NNC(N)=C1Br	Z8462093349	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(NC=1C=CC=C(C1)C2=NC=C3CCCCN23)C4=CC=CC=5C(=O)NC(=O)C45	Z8485065625	NCCCNCCCCNCCCN	0.546875	DB00127
C1=COC(=C1)C=2C=CC(=CC2)CNC3=NC=NN4C=CN=C34	Z8494669412	NCCCNCCCCNCCCN	0.546875	DB00127
CN(CC1=NC=2C=CC=CC2N1)C(=O)C3=CC(CN)=NN3	Z8759528676	NCCCNCCCCNCCCN	0.546875	DB00127
Cl.CN1C=C2C(=CC(F)=CC2=N1)C(=O)NC=3C=C(C=CC3O)CCN	Z8773142653	NCCCNCCCCNCCCN	0.546875	DB00127
CC(O)(CN)C=1C=CSC1	Z1250080853	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C(=O)O)C=1C=NN(C)C1	Z871790324	NCCCNCCCCNCCCN	0.546875	DB00127
Cl.Cl.COC=1C=CN=C(CCN)N1	Z3678332979	NCCCNCCCCNCCCN	0.546875	DB00127
Cl.NCCC1=CN2CCSC2=N1	Z1815155493	NCCCNCCCCNCCCN	0.546875	DB00127
CNS(=O)(=O)C1=CN=C(N)S1	Z1262643847	NCCCNCCCCNCCCN	0.546875	DB00127
Cl.CC1=CNC(CCC(=O)O)=N1	Z3181965688	NCCCNCCCCNCCCN	0.546875	DB00127
Cl.CN1N=C(C=C1C(=O)O)CN	Z2310727616	NCCCNCCCCNCCCN	0.546875	DB00127
[Na+].CC1=CSC(=N1)C(F)C([O-])=O	Z2048189866	NCCCNCCCCNCCCN	0.546875	DB00127
Cl.CC=1SC(=CC1CN)C(=O)O	Z3031014633	NCCCNCCCCNCCCN	0.546875	DB00127
Cl.Cl.NCC1=CC(=O)NC(=N1)C2CC2	Z2831657224	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C1CCC=2NN=NC2C1	Z1262531315	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C(F)(F)F.CC(C)(N)C1=CN(CCF)N=N1	Z3156076512	NCCCNCCCCNCCCN	0.546875	DB00127
Cl.CC1=NN(C)C=C1C(N)C(=O)O	Z3300348802	NCCCNCCCCNCCCN	0.546875	DB00127
NC(=O)C1=CN=C2NC=NC2=C1	Z1544679292	NCCCNCCCCNCCCN	0.546875	DB00127
CN1C=NN=C1CC2(O)CCCN(CC=3C=C(ON3)C4=CC=CO4)C2	Z2385259730	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C1CN2C(=O)NN=C2CN1C(=O)C3CCCC(C3)C(F)(F)F	Z2387079722	NCCCNCCCCNCCCN	0.546875	DB00127
NC[C@H]1CC[C@H](COC=2C=CC(=CC2)N3C=NC(N)=N3)CC1	Z2395978674	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C1(CCOC1)N2CCN(CC3=COC=N3)CC2	Z2396502864	NCCCNCCCCNCCCN	0.546875	DB00127
CN1N=NC=C1CN2CCN(CC2)C3(CCOC3)C(=O)O	Z2396503092	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C1(CCOC1)N2CCN(CC3=CC=NN3)CC2	Z2721866445	NCCCNCCCCNCCCN	0.546875	DB00127
CC(C)CN1C=C(C=N1)CN2CC3=NN=CN3CC2C(=O)O	Z2396508913	NCCCNCCCCNCCCN	0.546875	DB00127
CCN1N=C(C)C(CN2CC3=NNC(=O)N3CC2C(=O)O)=N1	Z2396526886	NCCCNCCCCNCCCN	0.546875	DB00127
CN1C=CN=C1[C@@H]2[C@H](CCC(=O)N2C3CC3)C(=O)NC=4C=NNC4	Z2399153622	NCCCNCCCCNCCCN	0.546875	DB00127
CC(=O)N1CCC(N)(C1)C2=NC(=NO2)C=3C=CN=C(C3)C(F)(F)F	Z2408397616	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C1=CSC(CCNS(=O)(=O)CC2CCCOC2)=N1	Z2438039531	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(NC1=NNC=C1C2CC2)NC=3C=C(Br)C=CN3	Z2439339582	NCCCNCCCCNCCCN	0.546875	DB00127
CC[C@H](NC=1N=CC=C(C#N)N1)C(=O)O	Z2444615158	NCCCNCCCCNCCCN	0.546875	DB00127
NCCC1CCCN(CC2=CN(CC(N)=O)N=N2)C1	Z2445054068	NCCCNCCCCNCCCN	0.546875	DB00127
CSC(C)CC(=O)N1CC2=NNC(=O)N2CC1C(=O)O	Z2466196574	NCCCNCCCCNCCCN	0.546875	DB00127
Cl.CCOC(=O)C(N)C1=CC=NS1	Z3488476779	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=CC(CN(C)C(C(=O)O)C=2C=CSC2)=NO1	Z2482901593	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NC=C(CN(C)C(C(=O)O)C=2C=CC(Cl)=C(Cl)C2)S1	Z2482917282	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C(C=1C(F)=CC=CC1Cl)N2CCCC(C2)N3C=NC=N3	Z2482974289	NCCCNCCCCNCCCN	0.546875	DB00127
CN(CCN1C=CC=N1)CC=2C=CSC2C(=O)O	Z2482990077	NCCCNCCCCNCCCN	0.546875	DB00127
CCN1C=C(C=N1)CN(C)C(C(=O)O)C=2C=C(Cl)C=C(Cl)C2	Z2482997685	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C(C=1C=CC=NC1)N2CCCC(C2)OCC3CC3	Z2483035344	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)C(C=1C=CC=NC1)N2CCC(C2)OC3=CC=C(Cl)C(Cl)=C3	Z2483072552	NCCCNCCCCNCCCN	0.546875	DB00127
CCNS(=O)(=O)C1CCN(CC=2C=C(OC2CC)C(=O)O)C1	Z2483083868	NCCCNCCCCNCCCN	0.546875	DB00127
O=C(O)CN(CC1=CC=NN1)CC2=CC=C(Cl)S2	Z2483369571	NCCCNCCCCNCCCN	0.546875	DB00127
CC=1N=CSC1C(=O)NC2CC(C(=O)O)C=3C=CC=CC32	Z2489742032	NCCCNCCCCNCCCN	0.546875	DB00127
CCN1CCOC(C1)C(=O)NC=2C=C(C=CN2)CCO	Z2499936609	NCCCNCCCCNCCCN	0.546875	DB00127
CC1CC(CN1C2=NC=CC=3C(=O)NC=NC23)N4CCOCC4	Z2506371195	NCCCNCCCCNCCCN	0.546875	DB00127
CC1=NC=C(S1)C(C(=O)O)C(C)C	Z2522893528	NCCCNCCCCNCCCN	0.546875	DB00127
CCN(C(C)=O)C=1C=CC(=CN1)NCC2=CN(CC=3C=CC=NC3)N=N2	Z2569729550	NCCCNCCCCNCCCN	0.546875	DB00127
